KEY,WELL_py,ITER_py,LAG_py,lag_source,p_trend_py,p_interp,p_event,AIC_py,BIC_py,logLik,n_obs,n_cens,model_type,fit_ok,beta_intercept,beta_interp,beta_event,sigma,WELL_r,ITER_r,CLASS,p_trend_r,AIC_r,BIC_r,LAG_r,_merge,LAG_diff,p_trend_diff,AIC_diff,BIC_diff
199-H4-11__ITER1,199-H4-11,1,0.0,ULAG,0.8718079467059718,0.8804889402009466,1.0,37.78015254904454,38.74996584862054,-16.89007627452227,12,0,INTERP+EVENT,True,10.885311984973214,-0.07687868437444322,0.0,0.5700875167085728,199-H4-11,1.0,Trend_Summary,0.429832485361637,INTERP + EVENT,INTERP + EVENT,0.0,both,0.0,0.44197546134433485,,
199-H4-11__ITER2,199-H4-11,2,0.0,ULAG,0.008650093507593715,0.0011584403048274425,1.0,81.26290971462905,84.06530447795336,-38.63145485731452,30,3,INTERP+EVENT,True,45.43871992222488,-0.3788491229233608,0.0,0.4721677157769007,199-H4-11,2.0,Trend_Summary,0.0085983122327928,INTERP + EVENT,INTERP + EVENT,0.0,both,0.0,5.1781274800915406e-05,,
199-H4-12A__ITER1,199-H4-12A,1,0.0,ULAG,0.0053592050509622124,0.0003527321998673695,1.0,70.16480154047973,72.75647527248839,-33.082400770239865,27,0,INTERP+EVENT,True,49.34754779711945,-0.40568970995317244,0.0,0.4670702700366894,199-H4-12A,1.0,Trend_Summary,0.0005631468552723,INTERP + EVENT,INTERP + EVENT,0.0,both,0.0,0.004796058195689913,,
199-H4-12A__ITER2,199-H4-12A,2,0.0,ULAG,0.06443794417961812,0.015321399570126371,1.0,112.94224606582651,116.41758530239325,-54.471123032913255,42,14,INTERP+EVENT,True,59.08981703685811,-0.5028607261443202,0.0,1.0165317186729887,199-H4-12A,2.0,Trend_Summary,8.34899750848939e-05,INTERP + EVENT,INTERP + EVENT,0.0,both,0.0,0.06435445420453323,,
199-H4-12B__ITER1,199-H4-12B,1,0.0,ULAG,0.5584687207119301,0.6953720325762334,1.0,22.700026129008233,22.59184642711886,-9.350013064504116,7,0,INTERP+EVENT,True,30.1791933838879,-0.240071661983828,0.0,0.4573195092259185,199-H4-12B,1.0,Trend_Summary,0.0970660751419349,INTERP + EVENT,INTERP + EVENT,0.0,both,0.0,0.4614026455699952,,
199-H4-12B__ITER2,199-H4-12B,2,0.0,ULAG,,,,,,,3,2,INTERP+EVENT,False,,,,,199-H4-12B,2.0,Trend_Summary,,,,0.0,both,0.0,,,
199-H4-12C__ITER1,199-H4-12C,1,0.0,NONE,1.0,,1.0,58.7575413281869,59.753273601740894,-28.37877066409345,20,0,EVENT,True,4.798976749816751,,0.0,0.2011593851716859,199-H4-12C,1.0,Trend_Summary,1.14613307733435e-09,EVENT,EVENT,0.0,both,0.0,0.9999999988538669,,
199-H4-12C__ITER2,199-H4-12C,2,0.0,NONE,,,,,,,208,0,EVENT,False,,,,,199-H4-12C,2.0,Trend_Summary,0.0,EVENT,EVENT,0.0,both,0.0,,,
199-H4-13__ITER1,199-H4-13,1,0.0,ULAG,,,,,,,49,4,INTERP+EVENT,False,,,,,199-H4-13,1.0,Trend_Summary,0.0019237463332627,INTERP + EVENT,INTERP + EVENT,0.0,both,0.0,,,
199-H4-15A__ITER1,199-H4-15A,1,0.0,ULAG,,0.029561202673587292,1.0,104.42414089883606,107.64597672412451,-50.21207044941803,37,0,INTERP+EVENT,True,24.456660989984826,-0.18791965002208846,0.0,0.4398522212987087,199-H4-15A,1.0,Trend_Summary,0.0168847173864132,INTERP + EVENT,INTERP + EVENT,0.0,both,0.0,,,
199-H4-15A__ITER2,199-H4-15A,2,0.0,ULAG,,,,,,,167,25,INTERP+EVENT,False,,,,,199-H4-15A,2.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,0.0,both,0.0,,,
199-H4-15CP__ITER1,199-H4-15CP,1,0.0,NONE,0.9999999176277758,,1.0,20.245243496680462,20.191153645735774,-9.122621748340231,7,4,EVENT,True,0.6243130868355244,,0.0,1.3467430080095322,199-H4-15CP,1.0,Trend_Summary,,,,,both,,,,
199-H4-15CP__ITER2,199-H4-15CP,2,0.0,NONE,0.999999878751369,,1.0,17.47384388110258,17.553285422782416,-7.73692194055129,8,6,EVENT,True,-0.4548720457646327,,0.0,1.5134500019850923,199-H4-15CP,2.0,Trend_Summary,,,,,both,,,,
199-H4-15CR__ITER1,199-H4-15CR,1,0.0,NONE,1.0,,1.0,24.906846398972384,24.98628794065222,-11.453423199486192,8,2,EVENT,True,1.4266097545731065,,0.0,1.1687556325306396,199-H4-15CR,1.0,Trend_Summary,0.136564950603982,EVENT,EVENT,0.0,both,0.0,0.863435049396018,,
199-H4-15CR__ITER2,199-H4-15CR,2,0.0,NONE,1.0,,1.0,22.226998160644207,22.17290830969952,-10.113499080322104,7,3,EVENT,True,1.327901665848288,,0.0,0.8044118958866961,199-H4-15CR,2.0,Trend_Summary,0.681739774853575,EVENT,EVENT,0.0,both,0.0,0.31826022514642505,,
199-H4-15CS__ITER1,199-H4-15CS,1,0.0,NONE,1.0,,1.0,27.54089359768411,27.73811817502033,-12.770446798842055,9,0,EVENT,True,4.752686295310834,,0.0,0.17636025419877682,199-H4-15CS,1.0,Trend_Summary,1.19337050862312e-05,EVENT,EVENT,0.0,both,0.0,0.9999880662949138,,
199-H4-15CS__ITER2,199-H4-15CS,2,0.0,NONE,,,,,,,3,0,EVENT,False,,,,,199-H4-15CS,2.0,Trend_Summary,,,,,both,,,,
199-H4-15CS__ITER3,199-H4-15CS,3,0.0,NONE,1.0,,1.0,38.892401863321496,39.45735122078303,-18.446200931660748,13,0,EVENT,True,4.481017339547151,,0.0,0.5320928773516165,199-H4-15CS,3.0,Trend_Summary,0.0001873802309337,EVENT,EVENT,0.0,both,0.0,0.9998126197690663,,
199-H4-16__ITER1,199-H4-16,1,20.0,ULAG,0.7408534109377767,0.7762456581471884,1.0,34.6167427320006,35.41253327759735,-15.308371366000303,11,0,INTERP+EVENT,True,8.877476679693503,-0.06392002806922671,0.0,0.33745635999341156,199-H4-16,1.0,Trend_Summary,0.0996461172774432,INTERP + EVENT,INTERP + EVENT,20.0,both,0.0,0.6412072936603335,,
199-H4-16__ITER2,199-H4-16,2,20.0,ULAG,0.24179396315600354,0.12397495279842484,1.0,54.59299469644262,57.10918777248558,-25.29649734822131,26,18,INTERP+EVENT,True,131.0580070726345,-1.135077364847694,0.0,1.3402910878141976,199-H4-16,2.0,Trend_Summary,,,,,both,,,,
199-H4-17__ITER1,199-H4-17,1,31.0,ULAG,,,,,,,2,2,INTERP+EVENT,False,,,,,199-H4-17,1.0,Trend_Summary,,,,,both,,,,
199-H4-18__ITER1,199-H4-18,1,35.0,ULAG,,,,,,,2,0,INTERP+EVENT,False,,,,,199-H4-18,1.0,Trend_Summary,,,,,both,,,,
199-H4-18__ITER2,199-H4-18,2,35.0,ULAG,,,,,,,6,4,INTERP+EVENT,False,,,,,199-H4-18,2.0,Trend_Summary,,,,,both,,,,
199-H4-45__ITER1,199-H4-45,1,24.0,ULAG,0.5245470957557683,0.24327915388478916,1.0,32.914477891942,33.884291191518,-14.457238945971,12,1,INTERP+EVENT,True,-9.930440013592504,0.10365724761030312,0.0,0.30716178288191587,199-H4-45,1.0,Trend_Summary,0.0167446047804005,INTERP + EVENT,INTERP + EVENT,24.0,both,0.0,0.5078024909753678,,
199-H4-45__ITER2,199-H4-45,2,24.0,ULAG,0.20557441955075728,0.06731282791374298,1.0,76.14673151433811,78.88132317431106,-36.07336575716906,29,2,INTERP+EVENT,True,31.700179112098922,-0.2634312034028641,0.0,0.5063054167236408,199-H4-45,2.0,Trend_Summary,1.03336792771636e-05,INTERP + EVENT,INTERP + EVENT,24.0,both,0.0,0.20556408587148012,,
199-H4-46__ITER1,199-H4-46,1,37.0,ULAG,0.34399278337328787,0.6259610556454003,1.0,24.56874733048513,24.727630413844803,-10.284373665242565,8,0,INTERP+EVENT,True,49.72662793009798,-0.40925389626353553,0.0,0.7779209993641971,199-H4-46,1.0,Trend_Summary,0.0006946891102942,INTERP + EVENT,INTERP + EVENT,37.0,both,0.0,0.3432980942629937,,
199-H4-46__ITER2,199-H4-46,2,37.0,ULAG,0.5506194757088108,0.2799563653426902,1.0,71.74312977805083,74.40753879840123,-33.871564889025414,28,15,INTERP+EVENT,True,38.96107084906761,-0.3320843674950487,0.0,1.0200343977210493,199-H4-46,2.0,Trend_Summary,,,,,both,,,,
199-H4-49__ITER1,199-H4-49,1,44.0,ULAG,,,,,,,4,0,INTERP+EVENT,False,,,,,199-H4-49,1.0,Trend_Summary,,,,,both,,,,
199-H4-49__ITER2,199-H4-49,2,44.0,ULAG,0.15927424496424059,0.04616798622458501,1.0,76.94842529016333,79.54009902217199,-36.474212645081664,27,0,INTERP+EVENT,True,-17.837112734407686,0.1729368575003942,0.0,0.36832185428028735,199-H4-49,2.0,Trend_Summary,0.0001661961497562,INTERP + EVENT,INTERP + EVENT,44.0,both,0.0,0.1591080488144844,,
199-H4-4__ITER1,199-H4-4,1,0.0,ULAG,0.07671095386005533,0.016992732003305828,1.0,66.46332443932897,68.73431287118727,-31.231662219664486,23,1,INTERP+EVENT,True,50.248643013230826,-0.41627799507745705,0.0,0.6684991360844105,199-H4-4,1.0,Trend_Summary,0.0202822313035688,INTERP + EVENT,INTERP + EVENT,0.0,both,0.0,0.05642872255648653,,
199-H4-4__ITER2,199-H4-4,2,0.0,ULAG,,,,,,,109,19,INTERP+EVENT,False,,,,,199-H4-4,2.0,Trend_Summary,7.06810532324909e-09,INTERP + EVENT,INTERP + EVENT,0.0,both,0.0,,,
199-H4-5__ITER1,199-H4-5,1,2.0,ULAG,,0.054978779964273174,1.0,105.2459462463433,108.41298412325551,-50.62297312317165,36,7,INTERP+EVENT,True,-27.28991591388553,0.24908826542980025,0.0,0.6321254129477665,199-H4-5,1.0,Trend_Summary,0.0002058735975271,INTERP + EVENT,INTERP + EVENT,2.0,both,0.0,,,
199-H4-5__ITER2,199-H4-5,2,2.0,ULAG,0.5510994945638474,0.2812994379437058,1.0,89.51314188353679,92.50615700646975,-42.756570941768395,33,11,INTERP+EVENT,True,-25.201250661005563,0.22729971521875553,0.0,0.7907769413501649,199-H4-5,2.0,Trend_Summary,0.0001915111769829,INTERP + EVENT,INTERP + EVENT,2.0,both,0.0,0.5509079833868645,,
199-H4-63__ITER1,199-H4-63,1,0.0,ULAG,0.0002997843059424632,5.510949072567621e-06,1.0,91.05544270404299,94.2224805809552,-43.527721352021494,36,1,INTERP+EVENT,True,38.198050087969754,-0.30918727047890626,0.0,0.33222651818304694,199-H4-63,1.0,Trend_Summary,0.0001052763896181,INTERP + EVENT,INTERP + EVENT,0.0,both,0.0,0.0001945079163243632,,
199-H4-63__ITER2,199-H4-63,2,0.0,ULAG,3.890998634403786e-12,6.9660408826049904e-15,1.0,431.9471925532722,438.1469254089206,-213.9735962766361,164,8,INTERP+EVENT,True,47.21595240655004,-0.39316940570708064,0.0,0.6016521367549047,199-H4-63,2.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,0.0,both,0.0,3.890998634403786e-12,,
199-H4-64__ITER1,199-H4-64,1,0.0,ULAG,,,,,,,29,0,INTERP+EVENT,False,,,,,199-H4-64,1.0,Trend_Summary,0.0186181850543286,INTERP + EVENT,INTERP + EVENT,0.0,both,0.0,,,
199-H4-64__ITER2,199-H4-64,2,0.0,ULAG,,,,,,,128,28,INTERP+EVENT,False,,,,,199-H4-64,2.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,0.0,both,0.0,,,
199-H4-65__ITER1,199-H4-65,1,9.0,ULAG,0.46929687832954514,0.20274446800613088,1.0,32.29686047634689,32.90203066233499,-14.148430238173447,10,2,INTERP+EVENT,True,42.34938666185494,-0.3532952521429689,0.0,0.8263811998211218,199-H4-65,1.0,Trend_Summary,0.956744055829407,INTERP + EVENT,INTERP + EVENT,9.0,both,0.0,-0.4874471774998619,,
199-H4-65__ITER2,199-H4-65,2,9.0,ULAG,0.4406381451845035,0.19550018635207822,1.0,89.14774332121435,91.8823349811873,-42.573871660607175,29,3,INTERP+EVENT,True,31.155792842312884,-0.25411845083934836,0.0,0.7707482626957823,199-H4-65,2.0,Trend_Summary,0.381484587444787,INTERP + EVENT,INTERP + EVENT,9.0,both,0.0,0.05915355773971648,,
199-H4-69__ITER1,199-H4-69,1,15.0,ULAG,0.9999678282754488,0.9936051995162997,1.0,390.60837001810705,396.41891957498393,-193.30418500905353,135,6,INTERP+EVENT,True,1.7069043662919239,-0.000607359921133033,0.0,0.7713188710883288,199-H4-69,1.0,Trend_Summary,7.20580262125736e-11,INTERP + EVENT,INTERP + EVENT,15.0,both,0.0,0.9999678282033908,,
199-H4-69__ITER2,199-H4-69,2,15.0,ULAG,,,,,,,30,0,INTERP+EVENT,False,,,,,199-H4-69,2.0,Trend_Summary,0.118583509336384,INTERP + EVENT,INTERP + EVENT,15.0,both,0.0,,,
199-H4-70__ITER1,199-H4-70,1,,NONE,,,,,,,88,39,INTERP+EVENT,False,,,,,199-H4-70,1.0,Trend_Summary,0.320605556454321,INTERP + EVENT,INTERP + EVENT,83.0,both,,,,
199-H4-70__ITER2,199-H4-70,2,,NONE,,,,,,,87,1,INTERP+EVENT,False,,,,,199-H4-70,2.0,Trend_Summary,0.0514773681290329,INTERP + EVENT,INTERP + EVENT,5.0,both,,,,
199-H4-71__ITER1,199-H4-71,1,26.0,ULAG,,,,,,,5,0,INTERP+EVENT,False,,,,,199-H4-71,1.0,Trend_Summary,,,,,both,,,,
199-H4-72__ITER1,199-H4-72,1,,NONE,,,,,,,4,0,INTERP+EVENT,False,,,,,199-H4-72,1.0,Trend_Summary,,,,,both,,,,
199-H4-73__ITER1,199-H4-73,1,,NONE,,,,,,,3,0,INTERP+EVENT,False,,,,,199-H4-73,1.0,Trend_Summary,,,,,both,,,,
199-H4-74__ITER1,199-H4-74,1,,NONE,,,,,,,64,1,INTERP+EVENT,False,,,,,199-H4-74,1.0,Trend_Summary,2.1071144828965797e-11,INTERP + EVENT,INTERP + EVENT,85.0,both,,,,
199-H4-75__ITER1,199-H4-75,1,,NONE,,,,,,,191,1,INTERP+EVENT,False,,,,,199-H4-75,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,23.0,both,,,,
199-H4-76__ITER1,199-H4-76,1,,NONE,,,,,,,139,9,INTERP+EVENT,False,,,,,199-H4-76,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,90.0,both,,,,
199-H4-81__ITER1,199-H4-81,1,,NONE,,,,,,,188,3,INTERP+EVENT,False,,,,,199-H4-81,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,79.0,both,,,,
199-H4-83__ITER1,199-H4-83,1,2.0,ULAG,0.9816671331567141,0.8486499942243685,1.0,24.97668152065836,24.868501818768987,-10.48834076032918,7,1,INTERP+EVENT,True,9.532936919594714,-0.06833981015530037,0.0,0.9284840287077368,199-H4-83,1.0,Trend_Summary,0.614180043430414,INTERP + EVENT,INTERP + EVENT,2.0,both,0.0,0.36748708972630006,,
199-H4-83__ITER2,199-H4-83,2,2.0,ULAG,,,,,,,2,0,INTERP+EVENT,False,,,,,199-H4-83,2.0,Trend_Summary,,,,,both,,,,
199-H4-83__ITER3,199-H4-83,3,2.0,ULAG,0.8377157080892919,0.5539664338484638,1.0,30.693379523679315,31.087828678351755,-13.346689761839658,9,1,INTERP+EVENT,True,-56.73062895204597,0.5134230360789834,0.0,0.9026443574151156,199-H4-83,3.0,Trend_Summary,0.0374273624741005,INTERP + EVENT,INTERP + EVENT,2.0,both,0.0,0.8002883456151914,,
199-H4-84__ITER1,199-H4-84,1,11.0,ULAG,0.37392309186564,0.1585138908189866,1.0,172.45541812334912,176.61049301116057,-84.22770906167456,59,2,INTERP+EVENT,True,-15.886910230761634,0.1639214010536628,0.0,0.8705308191957624,199-H4-84,1.0,Trend_Summary,0.0156573561071368,INTERP + EVENT,INTERP + EVENT,11.0,both,0.0,0.3582657357585032,,
199-H4-84__ITER2,199-H4-84,2,11.0,ULAG,0.995155136694825,0.9856449706423932,1.0,89.12659871687833,91.92899348020265,-42.56329935843917,30,0,INTERP+EVENT,True,7.741489487260525,-0.030280150299907695,0.0,1.0248839706560726,199-H4-84,2.0,Trend_Summary,8.74901944558637e-07,INTERP + EVENT,INTERP + EVENT,11.0,both,0.0,0.9951542617928805,,
199-H4-85__ITER1,199-H4-85,1,3.0,ULAG,0.9980174646612938,0.9865672280379643,1.0,43.726309923404486,45.004424582635004,-19.863154961702243,14,0,INTERP+EVENT,True,4.331077778745735,-0.013379241823541927,0.0,0.5715680685118447,199-H4-85,1.0,Trend_Summary,0.0006270465286736,INTERP + EVENT,INTERP + EVENT,3.0,both,0.0,0.9973904181326202,,
199-H4-85__ITER2,199-H4-85,2,3.0,ULAG,0.13699594901793677,0.04429200568696448,1.0,75.18536634930327,77.70155942534623,-35.59268317465163,26,3,INTERP+EVENT,True,16.62138809293796,-0.13484130480013817,0.0,0.35203921094683294,199-H4-85,2.0,Trend_Summary,0.168254884910131,INTERP + EVENT,INTERP + EVENT,3.0,both,0.0,-0.03125893589219422,,
199-H4-86__ITER1,199-H4-86,1,54.0,ULAG,,,,,,,106,4,INTERP+EVENT,False,,,,,199-H4-86,1.0,Trend_Summary,4.26496502670126e-07,INTERP + EVENT,INTERP + EVENT,54.0,both,0.0,,,
199-H4-87__ITER1,199-H4-87,1,55.0,ULAG,0.8130876127583208,0.5175732950521652,1.0,68.85733970647466,71.12832813833296,-32.42866985323733,23,0,INTERP+EVENT,True,-6.966908376214138,0.07419200233105128,0.0,0.49241550768114245,199-H4-87,1.0,Trend_Summary,0.092473037191067,INTERP + EVENT,INTERP + EVENT,55.0,both,0.0,0.7206145755672537,,
199-H4-88__ITER1,199-H4-88,1,11.0,ULAG,,,,,,,53,0,INTERP+EVENT,False,,,,,199-H4-88,1.0,Trend_Summary,1.08097852070665e-05,INTERP + EVENT,INTERP + EVENT,11.0,both,0.0,,,
199-H4-89__ITER1,199-H4-89,1,9.0,ULAG,0.805462944503331,0.511823265838361,1.0,97.31453830024898,100.30755342318194,-46.65726915012449,33,7,INTERP+EVENT,True,5.594096142673332,-0.03920159487899763,0.0,0.3818695661575932,199-H4-89,1.0,Trend_Summary,0.396351419167918,INTERP + EVENT,INTERP + EVENT,9.0,both,0.0,0.409111525335413,,
199-H4-8__ITER1,199-H4-8,1,10.0,ULAG,0.9839273178575549,0.8581887799078519,1.0,27.875132395093324,28.034015478452996,-11.937566197546662,8,2,INTERP+EVENT,True,-1.8078387508710076,0.02467379487013813,0.0,0.43959549544921567,199-H4-8,1.0,Trend_Summary,0.252882453996161,INTERP + EVENT,INTERP + EVENT,10.0,both,0.0,0.731044863861394,,
199-H4-8__ITER2,199-H4-8,2,10.0,ULAG,0.8669909117804879,0.5994074367466276,1.0,66.45990077599849,68.81600843669439,-31.229950387999246,24,8,INTERP+EVENT,True,-6.6902432202383135,0.06722954015323344,0.0,0.6190872641539878,199-H4-8,2.0,Trend_Summary,0.859200401827737,INTERP + EVENT,INTERP + EVENT,10.0,both,0.0,0.007790509952750879,,
199-H4-90__ITER1,199-H4-90,1,0.0,NONE,1.0,,1.0,78.62268079305234,79.91851765905668,-38.31134039652617,27,0,EVENT,True,2.430566810446113,,0.0,0.3001665791650268,199-H4-90,1.0,Trend_Summary,0.0012256801944311,EVENT,EVENT,0.0,both,0.0,0.9987743198055689,,
199-H4-91__ITER1,199-H4-91,1,0.0,NONE,1.0,,1.0,78.62268079305231,79.91851765905665,-38.311340396526155,27,0,EVENT,True,3.680631894251347,,0.0,0.220309569724442,199-H4-91,1.0,Trend_Summary,1.13349919595995e-05,EVENT,EVENT,0.0,both,0.0,0.9999886650080404,,
199-H4-92__ITER1,199-H4-92,1,,NONE,,,,,,,113,11,INTERP+EVENT,False,,,,,199-H4-92,1.0,Trend_Summary,4.43715958531321e-07,INTERP + EVENT,INTERP + EVENT,80.0,both,,,,
199-H4-93__ITER1,199-H4-93,1,,NONE,,,,,,,58,0,INTERP+EVENT,False,,,,,199-H4-93,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,86.0,both,,,,
199-H4-93__ITER2,199-H4-93,2,,NONE,,,,,,,49,4,INTERP+EVENT,False,,,,,199-H4-93,2.0,Trend_Summary,0.0179007981154612,INTERP + EVENT,INTERP + EVENT,17.0,both,,,,
199-H4-94__ITER1,199-H4-94,1,0.0,NONE,0.9999995602526582,,1.0,14.134002282044019,14.9065910042838,-6.0670011410220095,16,15,EVENT,True,-5.674749224493488,,0.0,4.337328273001736,199-H4-94,1.0,Trend_Summary,,,,,both,,,,
199-H4-95__ITER1,199-H4-95,1,0.0,NONE,,,,,,,6,0,EVENT,False,,,,,199-H4-95,1.0,Trend_Summary,,,,,both,,,,
199-H5-16__ITER1,199-H5-16,1,,NONE,,,,,,,111,0,INTERP+EVENT,False,,,,,199-H5-16,1.0,Trend_Summary,7.5091456131271e-05,INTERP + EVENT,INTERP + EVENT,31.0,both,,,,
199-H5-1A__ITER1,199-H5-1A,1,62.0,ULAG,0.0889595145392299,0.009681916503731094,1.0,24.70174578655858,25.09619494123102,-10.35087289327929,9,0,INTERP+EVENT,True,-40.36112071298223,0.3732777279866139,0.0,0.43465927077956956,199-H5-1A,1.0,Trend_Summary,1.13362796825278e-05,INTERP + EVENT,INTERP + EVENT,62.0,both,0.0,0.08894817825954737,,
199-H5-1A__ITER2,199-H5-1A,2,62.0,ULAG,0.7150197993417855,0.40904431146192455,1.0,82.33150599403466,84.92317972604332,-39.16575299701733,27,6,INTERP+EVENT,True,-20.53114826232292,0.19351799744993467,0.0,0.9703423136278574,199-H5-1A,2.0,Trend_Summary,0.006057741388317,INTERP + EVENT,INTERP + EVENT,62.0,both,0.0,0.7089620579534684,,
199-H6-3__ITER1,199-H6-3,1,34.0,ULAG,0.4697123258584236,0.20622097824808572,1.0,59.74589108350996,61.634769041842844,-27.87294554175498,19,5,INTERP+EVENT,True,-48.77705215263211,0.43582053883727284,0.0,1.1938740021195127,199-H6-3,1.0,Trend_Summary,0.0210648118726399,INTERP + EVENT,INTERP + EVENT,34.0,both,0.0,0.4486475139857837,,
199-H6-9__ITER1,199-H6-9,1,0.0,NONE,1.0,,1.0,26.443791732558065,26.5232332742379,-12.221895866279032,8,1,EVENT,True,3.136208564714542,,0.0,1.0988414627868563,199-H6-9,1.0,Trend_Summary,0.558081300280916,EVENT,EVENT,0.0,both,0.0,0.44191869971908404,,
199-H7-1__ITER1,199-H7-1,1,0.0,NONE,,,1.0,31.87173265509261,32.35663930488061,-14.935866327546305,12,6,EVENT,True,0.5941857198306668,,0.0,0.658061409418036,199-H7-1,1.0,Trend_Summary,0.0011182229114202,EVENT,EVENT,0.0,both,0.0,,,
199-K-107A__ITER1,199-K-107A,1,11.0,ULAG,,,,,,,5,0,INTERP+EVENT,False,,,,,199-K-107A,1.0,Trend_Summary,,,,,both,,,,
199-K-107A__ITER2,199-K-107A,2,11.0,ULAG,0.29939890952199444,0.10695762968592022,1.0,55.507707363348864,57.39658532168174,-25.753853681674432,19,0,INTERP+EVENT,True,25.480252590741213,-0.19137556744054168,0.0,0.5727829651040656,199-K-107A,2.0,Trend_Summary,0.0003418986048387,INTERP + EVENT,INTERP + EVENT,11.0,both,0.0,0.29905701091715575,,
199-K-107A__ITER3,199-K-107A,3,11.0,ULAG,0.35737253442699723,0.1332567294443502,1.0,41.672325874763956,42.950440533994474,-18.836162937381978,14,0,INTERP+EVENT,True,-3.379435407036593,0.04538888696172904,0.0,0.0823831210576544,199-K-107A,3.0,Trend_Summary,0.0010211681080761,INTERP + EVENT,INTERP + EVENT,11.0,both,0.0,0.3563513663189211,,
199-K-107A__ITER4,199-K-107A,4,11.0,ULAG,0.8055499005937634,0.5089218459010755,1.0,71.04003529388716,73.31102372574546,-33.52001764694358,23,1,INTERP+EVENT,True,9.308798504191095,-0.06082715337313201,0.0,0.42427515789520887,199-K-107A,4.0,Trend_Summary,0.163309025885504,INTERP + EVENT,INTERP + EVENT,11.0,both,0.0,0.6422408747082594,,
199-K-108A__ITER1,199-K-108A,1,20.0,ULAG,0.246539925940515,0.08161932918722113,1.0,52.28132454085977,54.0620680566521,-24.140662270429885,18,0,INTERP+EVENT,True,-17.682850930258525,0.1878216146674438,0.0,0.4877802427718992,199-K-108A,1.0,Trend_Summary,0.317737966641407,INTERP + EVENT,INTERP + EVENT,20.0,both,0.0,-0.07119804070089203,,
199-K-108A__ITER2,199-K-108A,2,20.0,ULAG,,,,,,,0,0,INTERP+EVENT,False,,,,,199-K-108A,2.0,Trend_Summary,,,,,both,,,,
199-K-108A__ITER3,199-K-108A,3,20.0,ULAG,0.24352778839076739,0.08512836967216734,1.0,99.47661584152495,102.6984516668134,-47.73830792076247,37,13,INTERP+EVENT,True,19.293778850671252,-0.15285373184081105,0.0,0.5969873915733037,199-K-108A,3.0,Trend_Summary,0.0399025072832226,INTERP + EVENT,INTERP + EVENT,20.0,both,0.0,0.2036252811075448,,
199-K-108A__ITER4,199-K-108A,4,20.0,ULAG,,,,,,,6,0,INTERP+EVENT,False,,,,,199-K-108A,4.0,Trend_Summary,,,,,both,,,,
199-K-108A__ITER5,199-K-108A,5,20.0,ULAG,0.8030189228922278,0.6616805822767814,1.0,68.83241852728011,71.10340695913841,-32.416209263640056,23,0,INTERP+EVENT,True,-11.33609055072796,0.11140705266582329,0.0,0.8119054649548458,199-K-108A,5.0,Trend_Summary,0.0001392685576885,INTERP + EVENT,INTERP + EVENT,20.0,both,0.0,0.8028796543345392,,
199-K-111A__ITER1,199-K-111A,1,42.0,ULAG,0.1664037269444275,0.04850933189539258,1.0,64.40103704568864,66.58312195240526,-30.200518522844316,22,1,INTERP+EVENT,True,-31.057243175746756,0.29705123659117993,0.0,0.8839186103148753,199-K-111A,1.0,Trend_Summary,1.5101775385773002e-10,INTERP + EVENT,INTERP + EVENT,42.0,both,0.0,0.16640372679340976,,
199-K-111A__ITER2,199-K-111A,2,42.0,ULAG,0.5672974772146958,0.7398037990151172,1.0,56.785921338450784,58.67479929678366,-26.392960669225392,19,0,INTERP+EVENT,True,14.509338279915724,-0.0735777083003351,0.0,0.2832124683738751,199-K-111A,2.0,Trend_Summary,0.0359800387759509,INTERP + EVENT,INTERP + EVENT,42.0,both,0.0,0.5313174384387449,,
199-K-111A__ITER3,199-K-111A,3,42.0,ULAG,0.49493189534343196,0.2244349031755849,1.0,50.83723990687099,52.50366659498342,-23.418619953435496,17,0,INTERP+EVENT,True,-42.876592272027615,0.3934851114521788,0.0,1.3731915131340142,199-K-111A,3.0,Trend_Summary,3.91893073548033e-10,INTERP + EVENT,INTERP + EVENT,42.0,both,0.0,0.4949318949515389,,
199-K-113A__ITER1,199-K-113A,1,1.0,ULAG,2.3803289110224668e-05,9.8471215006383e-12,1.0,25.27678241828479,26.69288282048921,-10.638391209142394,15,0,INTERP+EVENT,True,90.6708652782408,-0.7362412748049935,0.0,0.41703509207307743,199-K-113A,1.0,Trend_Summary,5.1296540098944e-06,INTERP + EVENT,INTERP + EVENT,1.0,both,0.0,1.867363510033027e-05,,
199-K-113A__ITER2,199-K-113A,2,1.0,ULAG,,,,,,,221,32,INTERP+EVENT,False,,,,,199-K-113A,2.0,Trend_Summary,5.6078208743315405e-09,INTERP + EVENT,INTERP + EVENT,1.0,both,0.0,,,
